wl,#f,n,,wl,#f,k
"1,58028",189839775229706,"2,02899",,"1,58028",189839775229706,3E-05
"1,58128",189719720732571,"2,02898",,"1,58128",189719720732571,3E-05
"1,58228",189599817984175,"2,02897",,"1,58228",189599817984175,3E-05
"1,58328",189480066696983,"2,02896",,"1,58328",189480066696983,3E-05
"1,58428",189360466584190,"2,02895",,"1,58428",189360466584190,3E-05
"1,58529",189239823628484,"2,02894",,"1,58529",189239823628484,3E-05
"1,58629",189120526511546,"2,02893",,"1,58629",189120526511546,3E-05
"1,5873",189000189000189,"2,02892",,"1,5873",189000189000189,3E-05
"1,58831",188880004533120,"2,0289",,"1,58831",188880004533120,3E-05
"1,58932",188759972818564,"2,02889",,"1,58932",188759972818564,3E-05
"1,59033",188640093565486,"2,02888",,"1,59033",188640093565486,3E-05
"1,59134",188520366483592,"2,02887",,"1,59134",188520366483592,3E-05
"1,59236",188399608128815,"2,02886",,"1,59236",188399608128815,3E-05
"1,59337",188280186020824,"2,02885",,"1,59337",188280186020824,3E-05
"1,59439",188159735071093,"2,02884",,"1,59439",188159735071093,3E-05
"1,59541",188039438138159,"2,02883",,"1,59541",188039438138159,3E-05
"1,59642",187920472056226,"2,02882",,"1,59642",187920472056226,3E-05
"1,59744",187800480769231,"2,02881",,"1,59744",187800480769231,3E-05
"1,59847",187679468491745,"2,0288",,"1,59847",187679468491745,3E-05
"1,59949",187559784681367,"2,02879",,"1,59949",187559784681367,3E-05
"1,60051",187440253419223,"2,02878",,"1,60051",187440253419223,3E-05
"1,60154",187319704784145,"2,02876",,"1,60154",187319704784145,3E-05
"1,60256",187200479233227,"2,02875",,"1,60256",187200479233227,3E-05
"1,60359",187080238714385,"2,02874",,"1,60359",187080238714385,3E-05
"1,60462",186960152559484,"2,02873",,"1,60462",186960152559484,3E-05
"1,60565",186840220471460,"2,02872",,"1,60565",186840220471460,3E-05
"1,60668",186720442154007,"2,02871",,"1,60668",186720442154007,3E-05
"1,60772",186599656656632,"2,0287",,"1,60772",186599656656632,3E-05
"1,60875",186480186480186,"2,02869",,"1,60875",186480186480186,3E-05
"1,60979",186359711515167,"2,02868",,"1,60979",186359711515167,3E-05
"1,61082",186240548292174,"2,02867",,"1,61082",186240548292174,3E-05
"1,61186",186120382663507,"2,02865",,"1,61186",186120382663507,3E-05
"1,6129",186000372000744,"2,02864",,"1,6129",186000372000744,3E-05
"1,61394",185880516004312,"2,02863",,"1,61394",185880516004312,3E-05
"1,61499",185759664146527,"2,02862",,"1,61499",185759664146527,3E-05
"1,61603",185640118067115,"2,02861",,"1,61603",185640118067115,3E-05
"1,61708",185519578499518,"2,0286",,"1,61708",185519578499518,3E-05
"1,61812",185400341136628,"2,02859",,"1,61812",185400341136628,3E-05
"1,61917",185280112650309,"2,02858",,"1,61917",185280112650309,3E-05
"1,62022",185160039994569,"2,02857",,"1,62022",185160039994569,3E-05
"1,62127",185040122866642,"2,02855",,"1,62127",185040122866642,3E-05
"1,62232",184920360964545,"2,02854",,"1,62232",184920360964545,3E-05
"1,62338",184799615616799,"2,02853",,"1,62338",184799615616799,3E-05
"1,62443",184680164734707,"2,02852",,"1,62443",184680164734707,3E-05
"1,62549",184559732757507,"2,02851",,"1,62549",184559732757507,3E-05
"1,62655",184439457747994,"2,0285",,"1,62655",184439457747994,3E-05
"1,6276",184320471860408,"2,02849",,"1,6276",184320471860408,3E-05
"1,62866",184200508393403,"2,02847",,"1,62866",184200508393403,3E-05
"1,62973",184079571462758,"2,02846",,"1,62973",184079571462758,3E-05
"1,63079",183959921265154,"2,02845",,"1,63079",183959921265154,3E-05
"1,63185",183840426509790,"2,02844",,"1,63185",183840426509790,3E-05
"1,63292",183719961786248,"2,02843",,"1,63292",183719961786248,3E-05
"1,63399",183599654832649,"2,02842",,"1,63399",183599654832649,3E-05
"1,63506",183479505339254,"2,02841",,"1,63506",183479505339254,3E-05
"1,63613",183359512997133,"2,02839",,"1,63613",183359512997133,3E-05
"1,6372",183239677498168,"2,02838",,"1,6372",183239677498168,3E-05
"1,63827",183119998535040,"2,02837",,"1,63827",183119998535040,3E-05
"1,63934",183000475801237,"2,02836",,"1,63934",183000475801237,3E-05
"1,64042",182879994147840,"2,02835",,"1,64042",182879994147840,3E-05
"1,6415",182759671032592,"2,02833",,"1,6415",182759671032592,3E-05
"1,64258",182639506142775,"2,02832",,"1,64258",182639506142775,3E-05
"1,64366",182519499166494,"2,02831",,"1,64366",182519499166494,3E-05
"1,64474",182399649792672,"2,0283",,"1,64474",182399649792672,3E-05
"1,64582",182279957711050,"2,02829",,"1,64582",182279957711050,3E-05
"1,6469",182160422612180,"2,02828",,"1,6469",182160422612180,3E-05
"1,64799",182039939562740,"2,02826",,"1,64799",182039939562740,3E-05
"1,64908",181919615785771,"2,02825",,"1,64908",181919615785771,3E-05
"1,65017",181799450965658,"2,02824",,"1,65017",181799450965658,3E-05
"1,65125",181680545041635,"2,02823",,"1,65125",181680545041635,3E-05
"1,65235",181559596937695,"2,02822",,"1,65235",181559596937695,3E-05
"1,65344",181439907102768,"2,0282",,"1,65344",181439907102768,3E-05
"1,65453",181320374970535,"2,02819",,"1,65453",181320374970535,3E-05
"1,65563",181199905776049,"2,02818",,"1,65563",181199905776049,3E-05
"1,65673",181079596554659,"2,02817",,"1,65673",181079596554659,3E-05
"1,65782",180960538538563,"2,02816",,"1,65782",180960538538563,3E-05
"1,65893",180839456758272,"2,02814",,"1,65893",180839456758272,3E-05
"1,66003",180719625548936,"2,02813",,"1,66003",180719625548936,3E-05
"1,66113",180599953044012,"2,02812",,"1,66113",180599953044012,3E-05
"1,66223",180480438928427,"2,02811",,"1,66223",180480438928427,3E-05
"1,66334",180359998557120,"2,0281",,"1,66334",180359998557120,3E-05
"1,66445",180239718826039,"2,02808",,"1,66445",180239718826039,3E-05
"1,66556",180119599414011,"2,02807",,"1,66556",180119599414011,3E-05
"1,66667",179999640000720,"2,02806",,"1,66667",179999640000720,3E-05
"1,66778",179879840266702,"2,02805",,"1,66778",179879840266702,3E-05
"1,66889",179760199893342,"2,02803",,"1,66889",179760199893342,3E-05
"1,67001",179639642876390,"2,02802",,"1,67001",179639642876390,3E-05
"1,67112",179520321700416,"2,02801",,"1,67112",179520321700416,3E-05
"1,67224",179400086112041,"2,028",,"1,67224",179400086112041,3E-05
"1,67336",179280011473921,"2,02798",,"1,67336",179280011473921,3E-05
"1,67448",179160097463093,"2,02797",,"1,67448",179160097463093,3E-05
"1,6756",179040343757460,"2,02796",,"1,6756",179040343757460,3E-05
"1,67673",178919682954322,"2,02795",,"1,67673",178919682954322,3E-05
"1,67785",178800250320350,"2,02793",,"1,67785",178800250320350,3E-05
"1,67898",178679912804203,"2,02792",,"1,67898",178679912804203,3E-05
"1,68011",178559737160067,"2,02791",,"1,68011",178559737160067,3E-05
"1,68124",178439723061550,"2,0279",,"1,68124",178439723061550,3E-05
"1,68237",178319870183135,"2,02788",,"1,68237",178319870183135,3E-05
"1,6835",178200178200178,"2,02787",,"1,6835",178200178200178,3E-05
"1,68464",178079589704625,"2,02786",,"1,68464",178079589704625,3E-05
"1,68577",177960219958832,"2,02785",,"1,68577",177960219958832,3E-05
"1,68691",177839955895691,"2,02783",,"1,68691",177839955895691,3E-05
"1,68805",177719854269720,"2,02782",,"1,68805",177719854269720,3E-05
"1,68919",177599914752041,"2,02781",,"1,68919",177599914752041,3E-05
"1,69033",177480137014666,"2,02779",,"1,69033",177480137014666,3E-05
"1,69147",177360520730489,"2,02778",,"1,69147",177360520730489,3E-05
"1,69262",177240018432962,"2,02777",,"1,69262",177240018432962,3E-05
"1,69377",177119679767619,"2,02776",,"1,69377",177119679767619,3E-05
"1,69492",176999504401388,"2,02774",,"1,69492",176999504401388,3E-05
"1,69607",176879492002099,"2,02773",,"1,69607",176879492002099,3E-05
"1,69722",176759642238484,"2,02772",,"1,69722",176759642238484,3E-05
"1,69837",176639954780172,"2,0277",,"1,69837",176639954780172,3E-05
"1,69952",176520429297684,"2,02769",,"1,69952",176520429297684,3E-05
"1,70068",176400028224005,"2,02768",,"1,70068",176400028224005,3E-05
"1,70184",176279791284727,"2,02766",,"1,70184",176279791284727,3E-05
"1,703",176159718144451,"2,02765",,"1,703",176159718144451,3E-05
"1,70416",176039808468688,"2,02764",,"1,70416",176039808468688,3E-05
"1,70532",175920061923862,"2,02762",,"1,70532",175920061923862,3E-05
"1,70648",175800478177301,"2,02761",,"1,70648",175800478177301,3E-05
"1,70765",175680028108805,"2,0276",,"1,70765",175680028108805,3E-05
"1,70882",175559742980536,"2,02759",,"1,70882",175559742980536,3E-05
"1,70999",175439622453933,"2,02757",,"1,70999",175439622453933,3E-05
"1,71116",175319666191356,"2,02756",,"1,71116",175319666191356,3E-05
"1,71233",175199873856091,"2,02755",,"1,71233",175199873856091,3E-05
"1,7135",175080245112343,"2,02753",,"1,7135",175080245112343,3E-05
"1,71468",174959759255371,"2,02752",,"1,71468",174959759255371,3E-05
"1,71585",174840458082000,"2,0275",,"1,71585",174840458082000,3E-05
"1,71703",174720301916682,"2,02749",,"1,71703",174720301916682,3E-05
"1,71821",174600310788553,"2,02748",,"1,71821",174600310788553,3E-05
"1,71939",174480484357825,"2,02746",,"1,71939",174480484357825,3E-05
"1,72058",174359808901649,"2,02745",,"1,72058",174359808901649,3E-05
"1,72176",174240312238640,"2,02744",,"1,72176",174240312238640,3E-05
"1,72295",174119968658406,"2,02742",,"1,72295",174119968658406,3E-05
"1,72414",173999791200251,"2,02741",,"1,72414",173999791200251,3E-05
"1,72533",173879779520440,"2,0274",,"1,72533",173879779520440,3E-05
"1,72652",173759933276186,"2,02738",,"1,72652",173759933276186,3E-05
"1,72771",173640252125646,"2,02737",,"1,72771",173640252125646,3E-05
"1,72891",173519732085534,"2,02736",,"1,72891",173519732085534,3E-05
"1,7301",173400381480839,"2,02734",,"1,7301",173400381480839,3E-05
"1,7313",173280194073817,"2,02733",,"1,7313",173280194073817,3E-05
"1,7325",173160173160173,"2,02731",,"1,7325",173160173160173,3E-05
"1,7337",173040318394186,"2,0273",,"1,7337",173040318394186,3E-05
"1,73491",172919632718700,"2,02729",,"1,73491",172919632718700,3E-05
"1,73611",172800110592071,"2,02727",,"1,73611",172800110592071,3E-05
"1,73732",172679759629775,"2,02726",,"1,73732",172679759629775,3E-05
"1,73853",172559576193681,"2,02724",,"1,73853",172559576193681,3E-05
"1,73974",172439559934243,"2,02723",,"1,73974",172439559934243,3E-05
"1,74095",172319710502886,"2,02722",,"1,74095",172319710502886,3E-05
"1,74216",172200027552004,"2,0272",,"1,74216",172200027552004,4E-05
"1,74338",172079523683878,"2,02719",,"1,74338",172079523683878,4E-05
"1,74459",171960174023696,"2,02717",,"1,74459",171960174023696,4E-05
"1,74581",171840005498880,"2,02716",,"1,74581",171840005498880,4E-05
"1,74703",171720004808160,"2,02715",,"1,74703",171720004808160,4E-05
"1,74825",171600171600172,"2,02713",,"1,74825",171600171600172,4E-05
"1,74948",171479525344674,"2,02712",,"1,74948",171479525344674,4E-05
"1,7507",171360027417604,"2,0271",,"1,7507",171360027417604,4E-05
"1,75193",171239718481903,"2,02709",,"1,75193",171239718481903,4E-05
"1,75316",171119578361359,"2,02707",,"1,75316",171119578361359,4E-05
"1,75439",170999606700905,"2,02706",,"1,75439",170999606700905,4E-05
"1,75562",170879803146467,"2,02705",,"1,75562",170879803146467,4E-05
"1,75685",170760167344964,"2,02703",,"1,75685",170760167344964,4E-05
"1,75809",170639728341552,"2,02702",,"1,75809",170639728341552,4E-05
"1,75932",170520428347316,"2,027",,"1,75932",170520428347316,4E-05
"1,76056",170400327168628,"2,02699",,"1,76056",170400327168628,4E-05
"1,7618",170280395050517,"2,02697",,"1,7618",170280395050517,4E-05
"1,76305",170159666487054,"2,02696",,"1,76305",170159666487054,4E-05
"1,76429",170040072777151,"2,02694",,"1,76429",170040072777151,4E-05
"1,76554",169919684629065,"2,02693",,"1,76554",169919684629065,4E-05
"1,76678",169800427897078,"2,02691",,"1,76678",169800427897078,4E-05
"1,76803",169680378726605,"2,0269",,"1,76803",169680378726605,4E-05
"1,76929",169559540832763,"2,02688",,"1,76929",169559540832763,4E-05
"1,77054",169439831915687,"2,02687",,"1,77054",169439831915687,4E-05
"1,77179",169320291908183,"2,02685",,"1,77179",169320291908183,4E-05
"1,77305",169199966160007,"2,02684",,"1,77305",169199966160007,4E-05
"1,77431",169079811306931,"2,02682",,"1,77431",169079811306931,4E-05
"1,77557",168959826985137,"2,02681",,"1,77557",168959826985137,4E-05
"1,77683",168840012831841,"2,0268",,"1,77683",168840012831841,4E-05
"1,77809",168720368485285,"2,02678",,"1,77809",168720368485285,4E-05
"1,77936",168599946048017,"2,02677",,"1,77936",168599946048017,4E-05
"1,78063",168479695388711,"2,02675",,"1,78063",168479695388711,4E-05
"1,7819",168359616140075,"2,02673",,"1,7819",168359616140075,4E-05
"1,78317",168239707935867,"2,02672",,"1,78317",168239707935867,4E-05
"1,78444",168119970410885,"2,0267",,"1,78444",168119970410885,4E-05
"1,78571",168000403200968,"2,02669",,"1,78571",168000403200968,4E-05
"1,78699",167880066480506,"2,02667",,"1,78699",167880066480506,4E-05
"1,78827",167759902028217,"2,02666",,"1,78827",167759902028217,4E-05
"1,78955",167639909474449,"2,02664",,"1,78955",167639909474449,4E-05
"1,79083",167520088450607,"2,02663",,"1,79083",167520088450607,4E-05
"1,79211",167400438589149,"2,02661",,"1,79211",167400438589149,4E-05
"1,7934",167280026764804,"2,0266",,"1,7934",167280026764804,4E-05
"1,79469",167159788041389,"2,02658",,"1,79469",167159788041389,4E-05
"1,79598",167039722045903,"2,02657",,"1,79598",167039722045903,4E-05
"1,79727",166919828406416,"2,02655",,"1,79727",166919828406416,4E-05
"1,79856",166800106752068,"2,02654",,"1,79856",166800106752068,4E-05
"1,79986",166679630637939,"2,02652",,"1,79986",166679630637939,4E-05
"1,80115",166560253171585,"2,0265",,"1,80115",166560253171585,4E-05
"1,80245",166440123165691,"2,02649",,"1,80245",166440123165691,4E-05
"1,80375",166320166320166,"2,02647",,"1,80375",166320166320166,4E-05
"1,80505",166200382260879,"2,02646",,"1,80505",166200382260879,4E-05
"1,80636",166079851192453,"2,02644",,"1,80636",166079851192453,4E-05
"1,80766",165960412909507,"2,02643",,"1,80766",165960412909507,4E-05
"1,80897",165840229522878,"2,02641",,"1,80897",165840229522878,4E-05
"1,81028",165720220076452,"2,02639",,"1,81028",165720220076452,4E-05
"1,81159",165600384192891,"2,02638",,"1,81159",165600384192891,4E-05
"1,81291",165479808705341,"2,02636",,"1,81291",165479808705341,4E-05
"1,81422",165360320137580,"2,02635",,"1,81422",165360320137580,4E-05
"1,81554",165240093856373,"2,02633",,"1,81554",165240093856373,4E-05
"1,81686",165120042270731,"2,02631",,"1,81686",165120042270731,4E-05
"1,81818",165000165000165,"2,0263",,"1,81818",165000165000165,4E-05
"1,81951",164879555484718,"2,02628",,"1,81951",164879555484718,4E-05
"1,82083",164760027020644,"2,02627",,"1,82083",164760027020644,4E-05
"1,82216",164639768187206,"2,02625",,"1,82216",164639768187206,4E-05
"1,82349",164519684780284,"2,02623",,"1,82349",164519684780284,4E-05
"1,82482",164399776416304,"2,02622",,"1,82482",164399776416304,4E-05
"1,82615",164280042712811,"2,0262",,"1,82615",164280042712811,4E-05
"1,82749",164159585004569,"2,02619",,"1,82749",164159585004569,4E-05
"1,82882",164040200785206,"2,02617",,"1,82882",164040200785206,4E-05
"1,83016",163920094417974,"2,02615",,"1,83016",163920094417974,4E-05
"1,8315",163800163800164,"2,02614",,"1,8315",163800163800164,4E-05
"1,83284",163680408546300,"2,02612",,"1,83284",163680408546300,4E-05
"1,83419",163559936538745,"2,0261",,"1,83419",163559936538745,4E-05
"1,83554",163439641740305,"2,02609",,"1,83554",163439641740305,4E-05
"1,83688",163320412874004,"2,02607",,"1,83688",163320412874004,4E-05
"1,83824",163199582209070,"2,02605",,"1,83824",163199582209070,4E-05
"1,83959",163079816698286,"2,02604",,"1,83959",163079816698286,4E-05
"1,84094",162960226840636,"2,02602",,"1,84094",162960226840636,4E-05
"1,8423",162839928350432,"2,026",,"1,8423",162839928350432,4E-05
"1,84366",162719807339748,"2,02599",,"1,84366",162719807339748,4E-05
"1,84502",162599863416115,"2,02597",,"1,84502",162599863416115,4E-05
"1,84638",162480096188217,"2,02595",,"1,84638",162480096188217,4E-05
"1,84775",162359626572859,"2,02594",,"1,84775",162359626572859,4E-05
"1,84911",162240212859159,"2,02592",,"1,84911",162240212859159,4E-05
"1,85048",162120098569020,"2,0259",,"1,85048",162120098569020,4E-05
"1,85185",162000162000162,"2,02589",,"1,85185",162000162000162,4E-05
"1,85322",161880402758442,"2,02587",,"1,85322",161880402758442,4E-05
"1,8546",161759948236817,"2,02585",,"1,8546",161759948236817,4E-05
"1,85598",161639672841302,"2,02583",,"1,85598",161639672841302,4E-05
"1,85736",161519576172632,"2,02582",,"1,85736",161519576172632,4E-05
"1,85874",161399657832725,"2,0258",,"1,85874",161399657832725,4E-05
"1,86012",161279917424682,"2,02578",,"1,86012",161279917424682,4E-05
"1,8615",161160354552780,"2,02577",,"1,8615",161160354552780,4E-05
"1,86289",161040104353988,"2,02575",,"1,86289",161040104353988,4E-05
"1,86428",160920033471367,"2,02573",,"1,86428",160920033471367,4E-05
"1,86567",160800141504125,"2,02571",,"1,86567",160800141504125,4E-05
"1,86706",160680428052660,"2,0257",,"1,86706",160680428052660,4E-05
"1,86846",160560033396487,"2,02568",,"1,86846",160560033396487,4E-05
"1,86986",160439819023884,"2,02566",,"1,86986",160439819023884,4E-05
"1,87126",160319784530210,"2,02564",,"1,87126",160319784530210,4E-05
"1,87266",160199929512031,"2,02563",,"1,87266",160199929512031,4E-05
"1,87406",160080253567122,"2,02561",,"1,87406",160080253567122,4E-05
"1,87547",159959903384218,"2,02559",,"1,87547",159959903384218,4E-05
"1,87688",159839734026683,"2,02557",,"1,87688",159839734026683,4E-05
"1,87829",159719745087287,"2,02556",,"1,87829",159719745087287,4E-05
"1,8797",159599936160026,"2,02554",,"1,8797",159599936160026,4E-05
"1,88111",159480306840110,"2,02552",,"1,88111",159480306840110,4E-05
"1,88253",159360010199041,"2,0255",,"1,88253",159360010199041,4E-05
"1,88395",159239894901669,"2,02548",,"1,88395",159239894901669,4E-05
"1,88537",159119960538250,"2,02547",,"1,88537",159119960538250,4E-05
"1,88679",159000206700269,"2,02545",,"1,88679",159000206700269,4E-05
"1,88822",158879791549714,"2,02543",,"1,88822",158879791549714,4E-05
"1,88964",158760398806122,"2,02541",,"1,88964",158760398806122,4E-05
"1,89107",158640346470517,"2,02539",,"1,89107",158640346470517,5E-05
"1,89251",158519637941147,"2,02538",,"1,89251",158519637941147,5E-05
"1,89394",158399949312016,"2,02536",,"1,89394",158399949312016,5E-05
"1,89538",158279606200340,"2,02534",,"1,89538",158279606200340,5E-05
"1,89681",158160279627374,"2,02532",,"1,89681",158160279627374,5E-05
"1,89825",158040300276571,"2,0253",,"1,89825",158040300276571,5E-05
"1,8997",157919671527083,"2,02528",,"1,8997",157919671527083,5E-05
"1,90114",157800056808020,"2,02527",,"1,90114",157800056808020,5E-05
"1,90259",157679794385548,"2,02525",,"1,90259",157679794385548,5E-05
"1,90404",157559715132035,"2,02523",,"1,90404",157559715132035,5E-05
"1,90549",157439818629329,"2,02521",,"1,90549",157439818629329,5E-05
"1,90694",157320104460549,"2,02519",,"1,90694",157320104460549,5E-05
"1,9084",157199748480402,"2,02517",,"1,9084",157199748480402,5E-05
"1,90985",157080398984213,"2,02515",,"1,90985",157080398984213,5E-05
"1,91131",156960409352748,"2,02514",,"1,91131",156960409352748,5E-05
"1,91278",156839782933740,"2,02512",,"1,91278",156839782933740,5E-05
"1,91424",156720160481444,"2,0251",,"1,91424",156720160481444,5E-05
"1,91571",156599902908060,"2,02508",,"1,91571",156599902908060,5E-05
"1,91718",156479829749945,"2,02506",,"1,91718",156479829749945,5E-05
"1,91865",156359940583223,"2,02504",,"1,91865",156359940583223,5E-05
"1,92012",156240234985313,"2,02502",,"1,92012",156240234985313,5E-05
"1,9216",156119900083264,"2,025",,"1,9216",156119900083264,5E-05
"1,92308",155999750400399,"2,02498",,"1,92308",155999750400399,5E-05
"1,92456",155879785509415,"2,02497",,"1,92456",155879785509415,5E-05
"1,92604",155760004984320,"2,02495",,"1,92604",155760004984320,5E-05
"1,92753",155639600940063,"2,02493",,"1,92753",155639600940063,5E-05
"1,92901",155520189112550,"2,02491",,"1,92901",155520189112550,5E-05
"1,9305",155400155400155,"2,02489",,"1,9305",155400155400155,5E-05
"1,93199",155280306833886,"2,02487",,"1,93199",155280306833886,5E-05
"1,93349",155159840495684,"2,02485",,"1,93349",155159840495684,5E-05
"1,93498",155040362174286,"2,02483",,"1,93498",155040362174286,5E-05
"1,93648",154920267702223,"2,02481",,"1,93648",154920267702223,5E-05
"1,93798",154800359136833,"2,02479",,"1,93798",154800359136833,5E-05
"1,93949",154679838514249,"2,02477",,"1,93949",154679838514249,5E-05
"1,94099",154560301701709,"2,02475",,"1,94099",154560301701709,5E-05
"1,9425",154440154440154,"2,02473",,"1,9425",154440154440154,5E-05
"1,94401",154320193826163,"2,02471",,"1,94401",154320193826163,5E-05
"1,94553",154199626836903,"2,02469",,"1,94553",154199626836903,5E-05
"1,94704",154080039444490,"2,02467",,"1,94704",154080039444490,5E-05
"1,94856",153959847271832,"2,02465",,"1,94856",153959847271832,5E-05
"1,95008",153839842468001,"2,02463",,"1,95008",153839842468001,5E-05
"1,9516",153720024595204,"2,02461",,"1,9516",153720024595204,5E-05
"1,95313",153599606785007,"2,02459",,"1,95313",153599606785007,5E-05
"1,95465",153480162688972,"2,02457",,"1,95465",153480162688972,5E-05
"1,95618",153360120234334,"2,02455",,"1,95618",153360120234334,5E-05
"1,95771",153240265412140,"2,02453",,"1,95771",153240265412140,5E-05
"1,95925",153119816256221,"2,02451",,"1,95925",153119816256221,5E-05
"1,96078",153000336600741,"2,02449",,"1,96078",153000336600741,5E-05
"1,96232",152880264177097,"2,02447",,"1,96232",152880264177097,5E-05
"1,96386",152760380067826,"2,02445",,"1,96386",152760380067826,5E-05
"1,96541",152639907194936,"2,02443",,"1,96541",152639907194936,5E-05
"1,96696",152519624191646,"2,02441",,"1,96696",152519624191646,5E-05
"1,9685",152400304800610,"2,02439",,"1,9685",152400304800610,5E-05
"1,97006",152279626001239,"2,02437",,"1,97006",152279626001239,5E-05
"1,97161",152159909921333,"2,02435",,"1,97161",152159909921333,5E-05
"1,97316",152040381925439,"2,02433",,"1,97316",152040381925439,5E-05
"1,97472",151920272241128,"2,02431",,"1,97472",151920272241128,5E-05
"1,97628",151800352176817,"2,02429",,"1,97628",151800352176817,5E-05
"1,97785",151679854387340,"2,02427",,"1,97785",151679854387340,5E-05
"1,97941",151560313426728,"2,02425",,"1,97941",151560313426728,5E-05
"1,98098",151440196266494,"2,02422",,"1,98098",151440196266494,5E-05
"1,98255",151320269350079,"2,0242",,"1,98255",151320269350079,5E-05
"1,98413",151199770176349,"2,02418",,"1,98413",151199770176349,5E-05
"1,9857",151080223598731,"2,02416",,"1,9857",151080223598731,5E-05
"1,98728",150960106275915,"2,02414",,"1,98728",150960106275915,5E-05
"1,98886",150840179801494,"2,02412",,"1,98886",150840179801494,5E-05
"1,99045",150719686503052,"2,0241",,"1,99045",150719686503052,5E-05
"1,99203",150600141564133,"2,02408",,"1,99203",150600141564133,5E-05
"1,99362",150480031299847,"2,02406",,"1,99362",150480031299847,5E-05
"1,99521",150360112469364,"2,02403",,"1,99521",150360112469364,5E-05
"1,99681",150239632213380,"2,02401",,"1,99681",150239632213380,5E-05
"1,9984",150120096076861,"2,02399",,"1,9984",150120096076861,5E-05
2,150000000000000,"2,02397",,2,150000000000000,5E-05
"2,0016",149880095923261,"2,02395",,"2,0016",149880095923261,5E-05
"2,00321",149759635784566,"2,02393",,"2,00321",149759635784566,5E-05
"2,00481",149640115522169,"2,0239",,"2,00481",149640115522169,5E-05
"2,00642",149520040669451,"2,02388",,"2,00642",149520040669451,5E-05
"2,00803",149400158364168,"2,02386",,"2,00803",149400158364168,5E-05
"2,00965",149279725325305,"2,02384",,"2,00965",149279725325305,5E-05
"2,01126",149160227916828,"2,02382",,"2,01126",149160227916828,5E-05
"2,01288",149040181232860,"2,0238",,"2,01288",149040181232860,5E-05
"2,0145",148920327624721,"2,02377",,"2,0145",148920327624721,5E-05
"2,01613",148799928576034,"2,02375",,"2,01613",148799928576034,5E-05
"2,01776",148679724050432,"2,02373",,"2,01776",148679724050432,6E-05
"2,01939",148559713576872,"2,02371",,"2,01939",148559713576872,6E-05
